Name,Phone,Address,Phone2,URL,Email,"Price Level",Class,Price,"Best Price","Average Price",Amenities
"Vdara Resort and Spa",,"445 M. 4 Tambol Mae Hear Amphur Muang, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,3.5,"$43 - $67",,,"Business Center with Internet Access,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool"
"Eurana Boutique Hotel",,"7 / 1 Moonmuang soi7 Sriphum, Muang, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,3.0,"$31 - $56",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Swimming Pool"
"Chiang Mai Plaza Hotel",,"92 Sridonchai Road, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,4.0,"$39 - $72",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool,Airport Transportation"
"Lotus Hotel Pang Suan Kaew",,"21 Huay Kaew Road Suthep, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,4.0,"$30 - $72",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Restaurant,Room Service,Suites,Swimming Pool"
"Sukantara Cascade Resort & Spa",,"12/2 Moo 8 Mae Rim T.Maeram, A.Mae Rim, Mae Rim 50180 Thailand",N/A,N/A,N/A,$$,4.5,"$94 - $201",,,"Bar / Lounge,Free Breakfast,Free Parking,Restaurant,Room Service,Spa,Swimming Pool,Airport Transportation"
"Miami Hotel",,"110 Chaisripoom Rd., Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,2.5,"$13 - $21",,,"Free High Speed Internet ( Wi-Fi ),Free Parking"
"Royal Lanna Hotel",,"119 Loikroh Road (alt 23 Huay Kaew Road) T Changklan, A. Muang, Chiang Mai 50100 Thailand",N/A,N/A,N/A,$,3.0,"$37 - $55",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool"
"B2 Khamtieng",,"2/1 Patan Ngam Rd. , T. Patan, A. Muang,, Chiang Mai 50200 Thailand",N/A,N/A,N/A,$,0.0,"$12 - $21",,,"Free Parking"
"Veerachai Court",,"19 thapae Road, Soi 2, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,0.0,"$14 - $15",,,"Free Parking,Restaurant"
"Baan Sing Kham Resort",,"117/1 Pa Tan Road, Chiang Mai 50300 Thailand",N/A,N/A,N/A,$,3.0,"$25 - $45",,,"Free High Speed Internet ( Wi-Fi ),Restaurant,Swimming Pool"
"32 Coffee Hill & Resort",,"195 Moo 4 T.Papae, Mae Taeng 50150 Thailand",N/A,N/A,N/A,$$,3.5,"$88 - $186",,,"Bar / Lounge,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Suites"
"Diamond Place Chiang Mai",,"44/12 Moo 1, Klong Chonlapratan Rd., T. Changpeuk, A. Muang, Chiang Mai, Chiang Mai 50310 Thailand",N/A,N/A,N/A,$,0.0,"$20 - $21",,,"Free Parking,Shuttle Bus service"
"Muang Gudi Resort",,"815 Moo 1 Rim Tai, Mae Rim 50180 Thailand",N/A,N/A,N/A,$,4.0,"$32 - $75",,,"Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service"
"Kasarin Court",,"360 Moo 9 T.Vieng, Fang City 50110 Thailand",N/A,N/A,N/A,$,0.0,"$12 - $25",,,"Free Parking"
"Ruen Ariya Resort","+66 81 882 3245","298 Moo 1 Mae Ram Sub-district, Mae Rim 50180 Thailand","+66 81 882 3245",http://www.ruenariya.com/,ruenariya@hotmail.com,$,3.5,"$86 - $93",,,"Bar / Lounge,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool"
"Little Home",,"11/1 Moo10, Banluang, Chomthong, Doi Inthanon National Park 50160 Thailand",N/A,N/A,N/A,$,0.0,"$29 - $31",,,
"Mae Salong Villa",,"Maefa Luang, Mae Salong (Santikhiri) 57240 Thailand",N/A,N/A,N/A,$,0.0,"$44 - $46",,,"Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service"
"Natura Maerim Resort",,"260 Moo3 Tambon Huisai Amphur, Mae Rim 50180 Thailand",N/A,N/A,N/A,$,0.0,"$23 - $31",,,
"OnSen Health Spa & Hot Spring Resort",,"54/1 Moo 8 Ban Sahakorn, Mae On 50130 Thailand",N/A,N/A,N/A,,0.0,$0,,,"Bar / Lounge,Restaurant,Swimming Pool"
"Lana Thai Villa","+66 81 783 1609","Samoeng Old Road Private Residence 7 at The Four Seasons Resort, Mae Rim 50180 Thailand","+66 81 783 1609",http://www.lana-thai-villa.com,mhenry@netvigator.com,$$$,0.0,"$200 - $300",N/A,N/A,"Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Swimming Pool"
"Inthanon Highland Resort",,"297 Moo 20 Chomthong - Doi Inthanon Rd., Doi Inthanon National Park Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Restaurant,Room Service"
"Apple House",,"555 Moo 4 Tha Ton, Mae Ai 50280 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Chiangmai Highlands Golf and Spa Resort","+66 53 261 354","167 Moo 2, HIghway# 1317 (New Sankamphaeng Route) On Nua, Mae On 50130 Thailand","+66 53 261 354",http://www.chiangmaihighlands.com,sales@chiangmaihighlands.com,,0.0,$0,N/A,N/A,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Breakfast,Free Parking,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Airport Transportation"
"Thaton Garden Riverside",,"17 moo 14, Mae Ai Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Pongyang Angdoi",,"49/3 Moo 2 Tambol Pongyang, Amphur Mea-Rim, Mae Rim 50180 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Bar / Lounge,Restaurant"
"Roong Aroon Hot Springs Spa Resort",,"108 Moo 7 Ban Sahakorn, Mae On 50130 Thailand",N/A,N/A,N/A,,3.0,$0,N/A,N/A,
"Bungamantra Resort & Spa Chiang Mai",,"91/3 Moo.3, T.Luang-Nua, Doi-Saket, Chiang Mai, Doi Saket 50220 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Fitness Center with Gym / Workout Room,Free Parking,Pets Allowed ( Dog / Pet Friendly ),Room Service,Shuttle Bus service,Spa,Swimming Pool"
"Botanic Resort ChiangMai",,"100 Moo 9 Km. 12, Samueng Rd PO Box 46, Mae Rim 50180 Thailand",N/A,N/A,N/A,$,2.5,"$36 - $155",N/A,N/A,"Free Parking,Restaurant,Swimming Pool"
"Navasoung Resort",,"65 Moo.9 T.Thapha, Mae Chaem 50270 Thailand",N/A,N/A,N/A,$,0.0,"$29 - $31",N/A,N/A,Restaurant
"Thaton River View Resort",,"302 Baan, Mae Ai 50280 Thailand",N/A,N/A,N/A,,3.0,$0,N/A,N/A,"Bar / Lounge,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Swimming Pool,Wheelchair access"
"Mai Siam Resort","+66 53 037 079","46 Moo 2 Baan Nong Hoi On Nuea, Mae On 50130 Thailand","+66 53 037 079",http://www.maisiamresort.com,maisiamresort@hotmail.com,$,0.0,"$47 - $80",,,"Bar / Lounge,Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Airport Transportation"
"Royal Ping Garden & Resort",,"110/2-14, 52nd  Kilometer, Chiangmai-Fang Rd ต. บ้านเป้า, Mae Taeng 50150 Thailand",N/A,N/A,N/A,$,3.5,"$37 - $61",,,"Bar / Lounge,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Northern Heritage Resort",,"San Kamphaeng 50130 Thailand",N/A,N/A,N/A,$,4.0,"$30 - $58",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Kitchenette,Restaurant,Room Service,Spa,Swimming Pool"
"Palm Spa Village & Country Club",,"363 / 11 Highway 1260 Rim Thai, Mae Rim 50180 Thailand",N/A,N/A,N/A,$,0.0,"$55 - $186",,,"Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Swimming Pool,Wheelchair access"
"Nok's Garden Resort",,"Chiang Rai 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Chang Garden Resort - Family Holiday Park",,"69 moo 6 Ban Nongwaen Tambon Mae Chan, Chiang Rai 57110 Thailand",N/A,N/A,N/A,$,0.0,"$45 - $46",N/A,N/A,"Bar / Lounge,Beverage Selection,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Huai Khum Resort",,"380/9 Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,0.0,"$43 - $67",N/A,N/A,Restaurant
"Moon and Sun Hotel",,"632 Singhaklai Rd., Chiang Rai Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Piyaporn Place Hotel",,"77/1 M.1 Phaholyotin Rd. Wiang Pang Kham, Mae Sai Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Bar / Lounge,Restaurant"
"Baan Silp Hotel",,"260/44 Moo 15, Sankhongnoy T. Robwiang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Tourist Inn",,"1004/4-6 Jedyod Road, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Ban Khun Yom",,"155 Thanalai Rd, Vieng, Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,3.0,$0,N/A,N/A,"Free Parking,Restaurant,Shuttle Bus service"
"Cei-Bwp Golden Pine Resort & Spa Hotel Chiang Rai",,"Mu.4,t.nanglae,a.muang 291 57100, Chiang Rai Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Chat Residence",,"56/9 M.11T.Robwieng,A. Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Room Service,Airport Transportation"
"Gratom Rim Kok",,"399 Soi Homnuan, Phaholyothin Road, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Khum Nai Phol",,"58 Moo 1, Doi Mae Salong, King Maefa Luang, Chiang Rai 57110 Thailand",N/A,N/A,N/A,$,0.0,$1,N/A,N/A,Restaurant
"Tip Sukon House",,"774 Moo 1, Shailomjoy Rd., Mae Sai 57130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Baan Tam Mi La Guest House",,"113 Soi 1, Wieng, Chiang Rai 57140 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Yoosook Villa Hotel",,"952/13 Ruamjitthawai Rd, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Lan Kum Hotel Chiang Rai",,"648/5-6 Utrkit A. Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Doi Hom Fha Resort",,"23 Moo 9, Baan Paming, Tambon Patung Amphur Maechan, Chiang Rai 57110 Thailand",N/A,N/A,N/A,$$$,0.0,"$245 - $249",N/A,N/A,"Bar / Lounge,Restaurant,Shuttle Bus service,Swimming Pool"
"Chiang Saen Lake Hills Resort",,"116 B. Phutao T. Yonok, Chiang Saen 57150 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Hotel White House",,"789/7 Phaholyotin rd King Menrai Monument, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,0.0,"$18 - $28",N/A,N/A,"Swimming Pool"
"SaenPhu Place Hote",,"390 Banphaphakarn Rd., Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,0.0,$1,N/A,N/A,"Bar / Lounge,Restaurant"
"Naerunchara Hot Spring Resort",,"21 Moo 6 Tambon Doi-hang Amphoe Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Kitchenette,Restaurant,Shuttle Bus service,Spa,Airport Transportation"
"Shinsane Guest House",,"32 Moo 3, Maesalong, Maefa Luang, Chiang Rai Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Amorn Inn Resort",,"113 M. 26 Sanambin Rd., Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Free Parking,Restaurant"
"Inn Come Hotel",,"176/2 Rajbamrung Rd Muang District, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,4.0,$0,N/A,N/A,
"Taitong Hotel",,"6 Moo 7, Phlyothin, Chiang Rai, Mae Sai 57130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,Restaurant
"Ruan Thai Sopaphan Resort",,"83 Mu 3 Tambon Wiang Amphoe Chiang Khong, Chiang Rai 57140 Thailand",N/A,N/A,N/A,$,0.0,$15,N/A,N/A,
"Little Duck",,"199 Phahonyothin Road, Chiang Rai Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Bar / Lounge,Restaurant,Wheelchair access"
"Ake Hotel",,"111/2 Moo 12, Maechan, Chiang Rai 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Baan Golden Triangle",,"89 Tumbol Wiang, Chiangkhong, Chiang Rai 57140 Thailand",N/A,N/A,N/A,$$$$,0.0,"$1,012 - $1,386",N/A,N/A,
"Ban Suan House",,"125 Moo 6, Viang, Chiang Rai, Chiang Saen 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Buabaan Resort",,"226 Phrathaat Doi Tung, Moo 7, Maerai, Maechan, Chiang Rai 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Chiangkhong Hotel",,"68/1 Chiangkhong-Chiangsean Road, Chiangkhong, Chiang Rai 57140 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Beach,Restaurant,Room Service"
"Country Home & Resort",,"136 Tambol Robviang, Chiang Rai Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Doigaam House",,"73 Moo 2, B. Doigaam T. Viangphaangkam, Mae Sai, Chiang Rai 57130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Family House",,"18 Sankhongnoy A. Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Gold Dragon Inn",,"13/4 Bansantikeeree, Maefa Luang, Chiang Rai 57240 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Holiday Park Hotel",,"216/1 Moo 19, Phaholyothin Rd., T. Robwieng A. Muang, Chiang Rai Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"99 Hotel",,"123 Moo 1, Golden Traiangle T. Wiang, Chiang Saen, Chiang Rai 57150 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Hot Spring Resort",,"9 Moo 11, Pongnumron, Partueng, Maechan, Chiang Rai 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Huaen Kham Resort",,"121 Moo 5, Ban Pamuaed Soi 12, 13 Wiangpangkham, Mae Sai 57130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Krung Thong Hotel",,"412 Sanumbean Rd. A. Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Laan Tong Village",,"99 Moo 13, Maechan, Tha Ton Road, Km. 12, Chiang Rai 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Maesalong Central Hills",,"18/4 Doi Maesalong, Chiang Rai 57240 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Maesalong Resort",,"Doi Maesalong, Ging Amphur Maefa Luang, Chiang Rai 57240 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Mala Resort",,"232 Moo 10, Phatak Banmaipitak Soi 4, Mae Sai, Chiang Rai 57130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Namtong Hotel Resort",,"Moo.3 T.bando Muang 121/588, Chiang Rai 57100 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Napa Lodge",,"420/2 Phaholyothin Rd. T. Wieng A. Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Phu Inn Hotel Chiang Rai",,"111/36 Moo 19, Sunti Rd. A. Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Phung Luang Resort",,"219 Patueng, Maechan, Chiang Rai 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
Rimthaan,,"62 Moo 10, Maekham, Maechan, Chiang Rai 57240 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Ruengnakorn Hotel",,"25 Ruengnakorn Rd. Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Ruentip Hotel",,"555 Rajbamrung Rd. Muang Dist., Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Sawasdee Maesarong Resort",,"250 Moo 10, Phacang, Maechan, Chiang Rai 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Siam Hotel",,"531/6-8 Banphaprakan Road, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Sin Watana Hotel",,"24 Phaholyo Thin Rd., Mae Sai, Chiang Rai 57130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Supawadee Resort",,"33 Moo 2, Dotgam Viangkham, Mae Sai 57130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"S.V. Place",,"277 Maesai-Chiangsaen Rd., Chiang Saen, Chiang Rai 57150 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Ta Napat Hotel",,"473/10 Shinkhlai, Amphur Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Tharnthip Villa Resort",,"75 Moo 1, Ban Rong Hirannakonm, Maechan, Chiang Rai 57110 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Tip House",,"1017/1 Jed Yod Road, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
V.J.C.,,"198 Moo 19, T. Wiang A. Muang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Ya House",,"163/1 Banphaprakan Road, Chiang Rai 57000 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,"Free Parking"
"Yunnan Hotel",,"142 M. 3 Wiangpangkam, Mae Sai 57130 Thailand",N/A,N/A,N/A,,0.0,$0,N/A,N/A,
"Viang Yonok Hotel, Restaurant, Sports Club","+66 53 650 444","201 Moo 3 Yonok, Chiang Saen 57150 Thailand","+66 53 650 444",http://www.viangyonok.com,reservations@viangyonok.com,$,0.0,"$47 - $81",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"Four Seasons Tented Camp Golden Triangle",,"P.O. Box 18, Chiang Saen Post Office, Chiang Saen 57150 Thailand",N/A,N/A,N/A,$$$$,5.0,"$2,377 - $3,247",,,"Bar / Lounge,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Restaurant,Room Service,Swimming Pool"
"Manee Dheva Resort & Spa",,"352 Moo 4 Pasang, Mae Chan 57110 Thailand",N/A,N/A,N/A,$$,4.0,"$65 - $161",,,"Bar / Lounge,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Le Patta",,"610 phahonyothin Road Wieng, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$$,3.5,"$76 - $139",,,"Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Airport Transportation"
"Le Meridien Chiang Rai Resort","+66 53 603 322","221/2 Moo 20, Kwaewai Rd Rop Wiang, Chiang Rai 57000 Thailand","+66 53 603 322",N/A,rsvn.chiangrai@lemeridien.com,$$,5.0,"$73 - $183",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"The Imperial River House Resort",,"482 Moo 4 Rimkok District, Chiang Rai 57100 Thailand",N/A,N/A,N/A,$$,4.0,"$66 - $129",,,"Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access"
"Pa Sak Tong",,"15 Moo 13 Maekorn, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$$$$,0.0,"$1,084 - $1,407",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool"
"The Legend Chiang Rai",,"124/15 Moo 21 Kohloy Road Mae Kok River, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$$,4.0,"$62 - $328",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free Parking,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Airport Transportation"
"Katiliya Mountain Resort & Spa",,"388/1 Moo 4 Pa Sang, Mae Chan, ChiangRai, Mae Chan 57110 Thailand",N/A,N/A,N/A,$$,4.5,"$74 - $210",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Children Activities ( Kid / Family Friendly ),Kitchenette,Restaurant,Room Service,Shuttle Bus service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Nak Nakara","+66 85 058 5453","661 Uttarakit Road Wiang, Chiang Rai 57000 Thailand","+66 53 717 700",N/A,naknakara_hotel@hotmail.com,$,3.0,"$31 - $71",,,"Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Shuttle Bus service,Swimming Pool"
"River Rai Resort","+66 92 693 9495","353/17 Moo 6 Rim Kok, Chiang Rai 57000 Thailand","+66 92 693 9495",http://www.riverrai.com,info@riverrai.com,$$,0.0,"$91 - $233",,,"Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Spa,Suites,Swimming Pool,Wheelchair access,Airport Transportation"
"Suanthip Vana Resort",,"49 Chiangmai-Chiangrai Road Takok, Mae Suai 57180 Thailand",N/A,N/A,N/A,$,4.0,"$50 - $139",,,"Bar / Lounge,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"Golden Pine Resort",,"291 Moo 4 Baan Muang Kham Tambol Nang Lae, Chiang Rai 57100 Thailand",N/A,N/A,N/A,$,4.0,"$43 - $89",,,"Bar / Lounge,Free Breakfast,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Swimming Pool"
"De Hug Hotel & Residence",,"196/4 Moo 16 Rob Wieng, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,3.0,"$29 - $57",,,"Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Room Service,Airport Transportation"
"Dusit Island Resort, Chiang Rai",,"1129 Kraisorasit Road, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,4.0,"$64 - $109",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Wheelchair access"
"Kham Thana Hotel",,"651/8 Tumbol Robviang, Amphur Maung, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,0.0,"$40 - $59",,,"Bar / Lounge,Beverage Selection,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Shuttle Bus service,Swimming Pool,Wheelchair access,Airport Transportation"
"Laluna Hotel and Resort",,"160 Moo 14 Sanambin Rd. Muang Chiang Rai, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,3.5,"$36 - $92",,,"Bar / Lounge,Business Center with Internet Access,Fitness Center with Gym / Workout Room,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Room Service,Swimming Pool,Wheelchair access"
"Teak Garden Spa Resort",,"155 Moo 19, International Airport Rd Ban Du, Chiang Rai 57100 Thailand",N/A,N/A,N/A,$,3.5,"$41 - $135",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Free Parking,Children Activities ( Kid / Family Friendly ),Restaurant,Room Service,Shuttle Bus service,Spa,Swimming Pool,Airport Transportation"
"The Imperial Golden Triangle Resort",,"222 Golden Triangle, Chiang Saen 57150 Thailand",N/A,N/A,N/A,$,3.5,"$40 - $100",,,"Business Center with Internet Access,Free Parking,Restaurant,Room Service,Shuttle Bus service,Suites,Swimming Pool,Airport Transportation"
"Phu Chaisai Mountain Resort & Spa",,"388 Moo 4, Ban Mae Salong Nai, Mae Chan 57110 Thailand",N/A,N/A,N/A,$,4.0,"$48 - $158",,,"Bar / Lounge,Business Center with Internet Access,Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Pets Allowed ( Dog / Pet Friendly ),Restaurant,Room Service,Spa,Suites,Swimming Pool"
"Kong Garden View Resort Chiang Rai",,"134/11 Moo 3 Rob Wiang, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,0.0,"$23 - $30",,,"Free Breakfast,Free High Speed Internet ( Wi-Fi ),Free Parking,Restaurant,Airport Transportation"
"Ben Guesthouse",,"351/10 Soi 4, Sankhong Noi Road, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,0.0,"$14 - $21",,,"Free Parking,Kitchenette,Restaurant,Room Service,Shuttle Bus service,Swimming Pool"
"Amarin Resort",,"179/1 Moo.20 Koktoong Road Robwieng Maung, Chiang Rai 57000 Thailand",N/A,N/A,N/A,$,3.0,"$26 - $48",,,"Bar / Lounge,Fitness Center with Gym / Workout Room,Wheelchair access,Airport Transportation"
"Wanasom Wellness & Aesthetic Resort",,"333 ThaSud Muang District, Chiang Rai 57100 Thailand",N/A,N/A,N/A,$,0.0,"$50 - $80",,,"Bar / Lounge,Restaurant,Room Service,Spa,Swimming Pool,Airport Transportation"
